Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.822281,162.0090027,1.3482701,248.4880066,83.3924026,10.1625996,0.89155,131.2290039,1.5134701,169.647995,66.9877014,4.3467398,196.6849976,31.6889992,17.0926991,143.5079956,41.5900002,16.7546005,0.0
0.958827,172.6329956,1.35781,248.6849976,74.4307022,8.5025997,1.10484,141.3379974,1.51466,176.5130005,63.4431992,4.0408201,180.779007,33.6814003,16.7691994,143.052002,44.4197998,15.6823997,0.0
0.657949,143.4859924,1.33112,249.1549988,70.6917038,8.1145802,0.762686,108.6819992,1.5185601,172.0650024,57.7400017,3.78474,188.022995,34.7818985,16.9027996,143.2220001,46.2005997,16.0921993,22.5
1.0059201,113.5070038,1.67779,239.0599976,43.4434013,5.3585,0.968607,93.1063004,1.34185,207.0200043,32.9930992,3.15306,162.0509949,65.0086975,20.0725994,146.4660034,81.3075027,18.0583992,0.0
0.688224,145.9420013,1.3334399,249.1529999,72.6442032,8.5082998,0.80617,112.6110001,1.51783,171.822998,59.283699,3.89324,190.2100067,34.4166985,16.9298,143.9210052,45.2145996,16.2588005,0.0
0.915194,98.8609009,1.66166,235.8509979,38.6194992,4.7483602,0.823552,86.0569992,1.32013,202.9680023,33.8418007,3.1434,156.5010071,62.7473984,19.9948006,145.5299988,77.8539963,16.9489994,0.0
0.814524,112.7099991,1.60079,223.3150024,45.6286011,4.60672,0.759251,99.407402,1.47718,201.1519928,43.5639992,3.3326399,167.8099976,48.6646996,19.0107994,149.6799927,61.0525017,19.2304001,11.3
0.754669,101.4980011,1.5448101,264.67099,38.5369987,4.4879098,0.783816,93.3076019,1.26977,205.6049957,38.2392998,3.1348701,157.552002,57.7610016,19.9554996,148.3910065,69.3735962,18.2574997,0.0
0.885387,111.9250031,1.65046,239.3280029,44.8389015,5.2382002,0.879134,91.5916977,1.34076,205.3049927,34.6805,3.1275899,159.302002,62.6393013,19.9971008,146.8179932,77.2188034,17.9990005,22.5
0.539289,126.4089966,1.3131,250.1210022,54.8638992,5.3545599,0.719348,90.5229034,1.51324,180.9299927,47.4922981,3.36676,180.4530029,42.8508987,17.0571003,146.3860016,54.5527992,17.1166992,0.0
0.861407,78.0406036,1.65719,238.4100037,32.1590004,3.56271,0.664197,84.4024963,1.32525,213.4600067,35.4730988,3.2521,149.3970032,59.4561005,20.2071991,146.3789978,72.0802002,19.0664005,22.5
0.823454,168.197998,1.34319,248.5769958,72.8812027,7.8580399,0.896552,128.4499969,1.51341,177.7070007,61.2458992,3.74705,174.0189972,32.9328003,16.6242008,140.625,45.9067993,15.0312996,22.5
0.618742,118.0820007,1.3163199,254.6109924,47.4891014,4.5141802,0.687584,96.4352036,1.50827,193.345993,44.8619995,3.27056,169.8659973,49.2237015,17.3892002,152.0950012,61.1363983,18.5319996,0.0
0.558134,116.8669968,1.3200999,250.3890076,51.891201,4.5970502,0.71205,89.770401,1.5162801,188.8040009,47.8241997,3.3468201,170.3829956,45.2331009,17.1634998,148.154007,58.3041992,18.0403004,0.0
